Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg)
"Seeds, lotus seeds, raw",Not specified,4.13,0.53,17.3,0.0,0.0,1.0,0.0
"Seeds, breadnut tree seeds, dried",Not specified,8.62,1.68,79.4,0.0,14.9,53.0,0.0
"Seeds, breadnut tree seeds, raw",Not specified,5.97,0.99,46.3,0.0,0.0,31.0,0.0
"Seeds, pumpkin seeds (pepitas), raw",Not specified,29.9,40.0,18.7,0.0,5.08,0.0,0.0
"Seeds, safflower seed kernels, dried",Not specified,16.2,38.4,34.3,0.0,0.0,3.0,0.0
"Seeds, sesame seeds, whole, dried",Not specified,17.7,49.7,23.4,0.3,11.8,11.0,0.0
"Seeds, sunflower seed kernels, dried",Not specified,20.8,51.5,20.0,2.62,8.6,9.0,0.0
"Seeds, sunflower seed, kernel, raw",Not specified,18.9,48.4,24.5,0.0,7.22,0.0,0.0
"Seeds, watermelon seed kernels, dried",Not specified,28.3,47.4,15.3,0.0,0.0,99.0,0.0
"Cabbage, mustard, salted",Not specified,1.1,0.1,5.63,1.4,3.1,717.0,0.0
"Mustard greens, raw",Not specified,2.86,0.42,4.67,1.32,3.2,20.0,0.0
"Mustard, prepared, yellow",Not specified,4.25,3.38,5.3,0.0,4.3,1100.0,0.0
"Mustard, prepared, yellow",Not specified,3.74,3.34,5.83,0.92,4.0,1100.0,0.0
"Raisins, seeded",Not specified,2.52,0.54,78.5,0.0,6.8,28.0,0.0
"Seeds, flaxseed",Not specified,18.3,42.2,28.9,1.55,27.3,30.0,0.0
"Seeds, pumpkin and squash seed kernels, dried",Not specified,30.2,49.0,10.7,1.4,6.0,7.0,0.0
"Seeds, safflower seed meal, partially defatted",Not specified,35.6,2.39,48.7,0.0,0.0,3.0,0.0
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,20.4,61.2,11.7,0.48,11.6,47.0,0.0
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,17.0,48.0,25.7,0.0,14.0,11.0,0.0
"Seeds, sisymbrium sp. seeds, whole, dried",Not specified,12.1,4.6,58.3,0.0,0.0,92.0,0.0
"Seeds, sunflower seed butter, without salt",Not specified,17.3,55.2,23.3,10.5,5.7,3.0,0.0
"Seeds, sunflower seed flour, partially defatted",Not specified,48.1,1.61,35.8,0.0,5.2,3.0,0.0
"Seeds, sunflower seed kernels, toasted, with salt added",Not specified,17.2,56.8,20.6,0.0,11.5,613.0,0.0
"Seeds, sunflower seed kernels, toasted, without salt",Not specified,17.2,56.8,20.6,0.0,11.5,3.0,0.0
"Mustard greens, frozen, unprepared",Not specified,2.49,0.27,3.41,0.0,3.3,29.0,0.0
"Mustard spinach, (tendergreen), raw",Not specified,2.2,0.3,3.9,0.0,2.8,21.0,0.0
"Raspberries, puree, with seeds",Not specified,1.1,0.97,11.5,6.56,4.3,4.0,0.0
"Spices, anise seed",Not specified,17.6,15.9,50.0,0.0,14.6,16.0,0.0
"Spices, caraway seed",Not specified,19.8,14.6,49.9,0.64,38.0,17.0,0.0
"Spices, celery seed",Not specified,18.1,25.3,41.4,0.67,11.8,160.0,0.0
"Spices, coriander seed",Not specified,12.4,17.8,55.0,0.0,41.9,35.0,0.0
"Spices, cumin seed",Not specified,17.8,22.3,44.2,2.25,10.5,168.0,0.0
"Spices, dill seed",Not specified,16.0,14.5,55.2,0.0,21.1,20.0,0.0
"Spices, fennel seed",Not specified,15.8,14.9,52.3,0.0,39.8,88.0,0.0
"Spices, fenugreek seed",Not specified,23.0,6.41,58.4,0.0,24.6,67.0,0.0
"Spices, poppy seed",Not specified,18.0,41.6,28.1,2.99,19.5,26.0,0.0
"Lima beans, thin seeded (baby), mature seeds, raw",Not specified,20.6,0.93,62.8,8.32,20.6,13.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",Not specified,29.8,49.0,14.7,1.29,6.5,256.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Not specified,29.8,49.0,14.7,1.29,6.5,18.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",Not specified,18.6,19.4,53.8,0.0,18.4,2540.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Not specified,18.6,19.4,53.8,0.0,18.4,18.0,0.0
TAMARIND,240.0 ml,0.0,0.0,11.7,0.0,0.0,0.0,0.0
TAMARIND,120.0 g,0.83,0.0,13.3,8.33,0.8,4.0,0.0
TAMARIND,28.0 g,3.57,0.0,64.3,57.1,3.6,36.0,0.0
TAMARIND,7.0 GRM,0.0,0.0,57.1,57.1,0.0,0.0,0.0
"Candies, Tamarind",Not specified,0.0,0.0,92.0,78.6,2.5,1640.0,0.0
"Tamarinds, raw",Not specified,2.8,0.6,62.5,38.8,5.1,28.0,0.0
"Tamarind nectar, canned",Not specified,0.09,0.12,14.7,12.7,0.5,7.0,0.0
"TAMARIND BALLS, TAMARIND",28.0 g,0.0,0.0,100.0,78.6,3.6,18.0,0.0
"TAMARIND SAUCE, TAMARIND",36.0 ml,2.78,0.0,16.7,0.0,0.0,1030.0,0.0
"TAMARIND SAUCE, TAMARIND",15.0 g,0.0,0.0,60.0,53.3,0.0,1200.0,0.0
"TAMARIND SODA, TAMARIND",355.0 MLT,0.0,0.0,12.7,12.7,0.0,15.0,0.0
"TAMARIND SODA, TAMARIND",591.0 MLT,0.0,0.0,12.9,12.7,0.0,15.0,0.0
"TAMARIND SODA, TAMARIND",240.0 ml,0.0,0.0,9.17,9.17,0.0,19.0,0.0
"TAMARIND SODA, TAMARIND",240.0 MLT,0.0,0.0,9.17,9.17,0.0,19.0,0.0
"TAMARIND SORBET, TAMARIND",113.0 g,0.0,0.0,15.9,12.4,0.0,9.0,0.0
"COCONUT WATER WITH TAMARIND, TAMARIND",240.0 ml,0.0,0.0,8.33,7.5,0.0,15.0,0.0
"ORGANIC TAMARIND PASTE, TAMARIND",2.5 g,0.0,0.0,80.0,40.0,20.0,0.0,0.0
"TAMARIND BEVERAGE CONCENTRATE, TAMARIND",45.0 ml,0.0,0.0,68.9,57.8,0.0,0.0,0.0
"TAMARIND BURRITO ROLL, TAMARIND",40.0 GRM,0.0,0.0,77.5,72.5,0.0,750.0,0.0
"TAMARIND CHAMOY SAUCE, TAMARIND",180.0 MLT,0.0,0.0,20.0,15.6,0.0,28.0,0.0
"TAMARIND COATED CANDIES, TAMARIND",30.0 IU,0.0,0.0,90.0,86.7,0.0,533.0,0.0
"TAMARIND DIPPING SAUCE, TAMARIND",36.0 g,0.0,0.0,0.0,0.0,0.0,1640.0,0.0
"TAMARIND FLAVOR CANDY, TAMARIND",20.0 g,0.0,0.0,90.0,80.0,0.0,1000.0,0.0
"TAMARIND FLAVOR CANDY, TAMARIND",10.0 g,0.0,0.0,90.0,80.0,0.0,160.0,0.0
"TAMARIND FLAVOR SODA, TAMARIND",370.0 MLT,0.0,0.0,9.46,9.46,0.0,8.0,0.0
"TAMARIND FLAVOR SODA, TAMARIND",524.0 ml,0.0,0.0,9.54,9.54,0.0,7.0,0.0
"TAMARIND FLAVORED CANDY, TAMARIND",8.0 g,0.0,0.0,87.5,75.0,0.0,938.0,0.0
"TAMARIND FLAVORED CANDY, TAMARIND",32.0 g,0.0,25.0,23.8,15.6,0.0,47.0,0.0
"TAMARIND ICE BAR, TAMARIND",113.0 g,0.88,0.0,23.0,21.2,0.0,9.0,0.0
"TAMARIND NAAN CHIPS, TAMARIND",28.0 GRM,10.7,16.1,67.9,3.57,7.1,929.0,0.0
"TAMARIND NECTAR BEVERAGE, TAMARIND",240.0 MLT,0.0,0.0,11.7,11.7,0.0,2.0,0.0
"TAMARIND SPICY CANDY, TAMARIND",30.0 IU,0.0,0.0,83.3,83.3,0.0,1100.0,0.0
"TAMARIND SPOONS & CANDY, TAMARIND",26.0 g,0.77,0.0,373.0,324.0,4.8,2490.0,0.0
"TAMARIND SUPER SEASONING, TAMARIND",1.0 g,0.0,0.0,100.0,0.0,0.0,10000.0,0.0
"FIT-CHOICE, TAMARIND SEASONING MIX, TAMARIND, TAMARIND",4.0 g,0.0,0.0,50.0,25.0,0.0,13800.0,0.0
"CASERA, SODA DRINK, TAMARIND, TAMARIND",240.0 ml,0.0,0.0,10.4,10.4,0.0,10.0,0.0
"CUCHARITAS TAMARIND SPOONS, CUCHARITAS TAMARIND",40.0 g,0.0,0.0,0.0,85.0,0.0,350.0,0.0
"EL CHARRO, CANDY, TAMARIND, TAMARIND",25.0 g,0.0,0.0,64.0,36.0,0.0,1040.0,0.0
"ROLAND, BALSAMIC GLAZE, TAMARIND, TAMARIND",15.0 ml,0.0,0.0,66.7,40.0,0.0,27.0,0.0
"SPICY TAMARIND CHUTNEY, SPICY TAMARIND",5.0 g,0.0,0.0,60.0,180.0,0.0,2760.0,0.0
"SURILETA, SOFT CANDY, TAMARIND, TAMARIND",15.0 g,0.0,0.0,90.0,70.0,0.0,620.0,0.0
"TAMARIND ALOE VERA DRINK, TAMARIND",240.0 ml,0.0,0.0,9.58,8.75,0.4,25.0,0.0
"TAMARIND BALL CANDY, TAMARIND BALL",28.0 GRM,0.0,0.0,100.0,78.6,3.6,18.0,0.0
"TAMARIND FLAVORED DRINK MIX, TAMARIND",22.0 g,0.0,0.0,95.4,95.4,0.0,45.0,0.0
"TAMARIND MINI FROZEN BARS, TAMARIND",28.0 GRM,0.0,0.0,28.6,25.0,0.0,143.0,0.0
"TAMARIND NECTAR FROZEN CONCENTRATE, TAMARIND",60.0 ml,0.0,0.0,46.7,45.0,1.7,8.0,0.0
"TAMARIND ROLL CANDY WITH CHILI, TAMARIND",21.0 g,4.76,11.9,76.2,38.1,0.0,1050.0,0.0
"TOPO SABORES, SODA, TAMARIND, TAMARIND",355.0 ml,0.0,0.0,10.1,10.1,0.0,6.0,0.0
HOT TAMARIND,141.0 g,1.42,0.0,27.7,24.8,0.5,22700.0,0.0
NATURAL TAMARIND,15.0 g,0.0,0.0,66.7,33.3,6.7,0.0,0.0
BAY LEAVES,0.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.30000001192092896 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.5 g,0.0,0.0,0.0,0.0,50.0,0.0,0.0
BAY LEAVES,0.30000001192092896 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.4000000059604645 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAY LEAVES,0.4000000059604645 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Drumstick leaves, raw",Not specified,9.4,1.4,8.28,0.0,2.0,9.0,0.0
"Spices, bay leaf",Not specified,7.61,8.36,75.0,0.0,26.3,23.0,0.0
"Amaranth leaves, raw",Not specified,2.46,0.33,4.02,0.0,0.0,20.0,0.0
"Broccoli, leaves, raw",Not specified,2.98,0.35,5.06,1.48,2.3,27.0,0.0
"Chrysanthemum leaves, raw",Not specified,3.36,0.56,3.01,0.0,3.0,118.0,0.0
"Fireweed, leaves, raw",Not specified,4.71,2.75,19.2,0.0,10.6,34.0,0.0
"Grape leaves, canned",Not specified,4.27,1.97,11.7,0.0,9.9,2850.0,0.0
"Grape leaves, raw",Not specified,5.6,2.12,17.3,6.3,11.0,9.0,0.0
"Pumpkin leaves, raw",Not specified,3.15,0.4,2.33,0.0,0.0,11.0,0.0
"Taro leaves, raw",Not specified,4.98,0.74,6.7,3.01,3.7,3.0,0.0
"Sweet potato leaves, raw",Not specified,2.49,0.51,8.82,0.0,5.3,6.0,0.0
"Coriander (cilantro) leaves, raw",Not specified,2.13,0.52,3.67,0.87,2.8,46.0,0.0
"Winged bean leaves, raw",Not specified,5.85,1.1,14.1,0.0,0.0,9.0,0.0
"Rhubarb, wild, leaves (Alaska Native)",Not specified,4.2,0.5,9.9,0.0,0.0,0.0,0.0
"Sourdock, young leaves (Alaska Native)",Not specified,2.3,0.7,6.5,0.0,0.0,0.0,0.0
"Taro, leaves, cooked, steamed, with salt",Not specified,2.72,0.41,3.89,0.0,2.0,238.0,0.0
"Willow, leaves in oil (Alaska Native)",Not specified,2.6,61.0,8.1,0.0,0.0,0.0,0.0
BAY LEAVES TURKISH,0.1599999964237213 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ROUNDY'S, BAY LEAVES",0.5 g,0.0,0.0,0.0,0.0,50.0,0.0,0.0
TURKISH BAY LEAVES,0.16 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHOLE BAY LEAVES,1.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHOLE BAY LEAVES,0.05000000074505806 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sweet potato leaves, cooked, steamed, with salt",Not specified,2.18,0.34,7.38,5.48,1.9,249.0,0.0
"Mollusks, scallop, (bay and sea), cooked, steamed",Not specified,20.5,0.84,5.41,0.0,0.0,667.0,41.0
"Amaranth leaves, cooked, boiled, drained, with salt",Not specified,2.11,0.18,4.11,0.0,0.0,257.0,0.0
"Drumstick leaves, cooked, boiled, drained, with salt",Not specified,5.27,0.93,11.2,1.0,2.0,245.0,0.0
"Fireweed, young leaves, raw (Alaska Native)",Not specified,3.0,0.8,6.3,0.0,6.0,50.0,0.0
"Pumpkin leaves, cooked, boiled, drained, with salt",Not specified,2.72,0.22,3.39,0.69,2.7,244.0,0.0
"Taro leaves, cooked, steamed, without salt",Not specified,2.72,0.41,4.02,0.0,2.0,2.0,0.0
"Willow, young leaves, chopped (Alaska Native)",Not specified,6.1,1.6,20.7,0.0,0.0,0.0,0.0
"Sweet potato leaves, cooked, steamed, without salt",Not specified,2.18,0.34,7.38,5.48,1.9,7.0,0.0
"Amaranth leaves, cooked, boiled, drained, without salt",Not specified,2.11,0.18,4.11,0.0,0.0,21.0,0.0
"Drumstick leaves, cooked, boiled, drained, without salt",Not specified,5.27,0.93,11.2,1.0,2.0,9.0,0.0
"Pumpkin leaves, cooked, boiled, drained, without salt",Not specified,2.72,0.22,3.39,0.69,2.7,8.0,0.0
"K.L.Y., DRIED BAY LEAVES",5.0 g,0.0,0.0,20.0,0.0,0.0,1000.0,0.0
ALL NATURAL BAY LEAVES,14.0 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100% ORGANIC CALIFORNIA BAY LEAVES,0.1599999964237213 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHESAPEAKE BAY SEASONING, CHESAPEAKE BAY",0.800000011920929 g,0.0,0.0,0.0,0.0,0.0,23800.0,0.0
"BAY BLUE CHEESE, BAY BLUE",28.0 g,21.4,25.0,3.57,3.57,1.8,571.0,107.0
"CHEDDAR BAY BISCUITS, CHEDDAR BAY",55.0 GRM,5.45,12.7,34.6,1.82,0.0,909.0,9.0
"BACON LEAVES TACOSS, BACON LEAVES",28.0 GRM,7.14,28.6,46.4,3.57,3.6,714.0,0.0
"Seeds, breadfruit seeds, boiled",Not specified,5.3,2.3,32.0,0.0,4.8,23.0,0.0
"Seeds, breadfruit seeds, raw",Not specified,7.4,5.59,29.2,0.0,5.2,25.0,0.0
"Seeds, breadfruit seeds, roasted",Not specified,6.2,2.7,40.1,0.0,6.0,28.0,0.0
"Seeds, chia seeds, dried",Not specified,16.5,30.7,42.1,0.0,34.4,16.0,0.0
"Seeds, hemp seed, hulled",Not specified,31.6,48.8,8.67,1.5,4.0,5.0,0.0
"Seeds, lotus seeds, dried",Not specified,15.4,1.97,64.5,0.0,0.0,5.0,0.0
"Seeds, lotus seeds, raw",Not specified,4.13,0.53,17.3,0.0,0.0,1.0,0.0
"Seeds, breadnut tree seeds, dried",Not specified,8.62,1.68,79.4,0.0,14.9,53.0,0.0
"Seeds, breadnut tree seeds, raw",Not specified,5.97,0.99,46.3,0.0,0.0,31.0,0.0
"Seeds, pumpkin seeds (pepitas), raw",Not specified,29.9,40.0,18.7,0.0,5.08,0.0,0.0
"Seeds, safflower seed kernels, dried",Not specified,16.2,38.4,34.3,0.0,0.0,3.0,0.0
"Seeds, sesame seeds, whole, dried",Not specified,17.7,49.7,23.4,0.3,11.8,11.0,0.0
"Seeds, sunflower seed kernels, dried",Not specified,20.8,51.5,20.0,2.62,8.6,9.0,0.0
"Seeds, sunflower seed, kernel, raw",Not specified,18.9,48.4,24.5,0.0,7.22,0.0,0.0
"Seeds, watermelon seed kernels, dried",Not specified,28.3,47.4,15.3,0.0,0.0,99.0,0.0
"Raisins, seeded",Not specified,2.52,0.54,78.5,0.0,6.8,28.0,0.0
"Seeds, flaxseed",Not specified,18.3,42.2,28.9,1.55,27.3,30.0,0.0
"Seeds, pumpkin and squash seed kernels, dried",Not specified,30.2,49.0,10.7,1.4,6.0,7.0,0.0
"Seeds, safflower seed meal, partially defatted",Not specified,35.6,2.39,48.7,0.0,0.0,3.0,0.0
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,20.4,61.2,11.7,0.48,11.6,47.0,0.0
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,17.0,48.0,25.7,0.0,14.0,11.0,0.0
"Seeds, sisymbrium sp. seeds, whole, dried",Not specified,12.1,4.6,58.3,0.0,0.0,92.0,0.0
"Seeds, sunflower seed butter, without salt",Not specified,17.3,55.2,23.3,10.5,5.7,3.0,0.0
"Seeds, sunflower seed flour, partially defatted",Not specified,48.1,1.61,35.8,0.0,5.2,3.0,0.0
"Seeds, sunflower seed kernels, toasted, with salt added",Not specified,17.2,56.8,20.6,0.0,11.5,613.0,0.0
"Seeds, sunflower seed kernels, toasted, without salt",Not specified,17.2,56.8,20.6,0.0,11.5,3.0,0.0
"Raspberries, puree, with seeds",Not specified,1.1,0.97,11.5,6.56,4.3,4.0,0.0
"Spices, anise seed",Not specified,17.6,15.9,50.0,0.0,14.6,16.0,0.0
"Spices, caraway seed",Not specified,19.8,14.6,49.9,0.64,38.0,17.0,0.0
"Spices, celery seed",Not specified,18.1,25.3,41.4,0.67,11.8,160.0,0.0
"Spices, coriander seed",Not specified,12.4,17.8,55.0,0.0,41.9,35.0,0.0
"Spices, cumin seed",Not specified,17.8,22.3,44.2,2.25,10.5,168.0,0.0
"Spices, dill seed",Not specified,16.0,14.5,55.2,0.0,21.1,20.0,0.0
"Spices, fennel seed",Not specified,15.8,14.9,52.3,0.0,39.8,88.0,0.0
"Spices, fenugreek seed",Not specified,23.0,6.41,58.4,0.0,24.6,67.0,0.0
"Spices, poppy seed",Not specified,18.0,41.6,28.1,2.99,19.5,26.0,0.0
"Lima beans, thin seeded (baby), mature seeds, raw",Not specified,20.6,0.93,62.8,8.32,20.6,13.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",Not specified,29.8,49.0,14.7,1.29,6.5,256.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Not specified,29.8,49.0,14.7,1.29,6.5,18.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",Not specified,18.6,19.4,53.8,0.0,18.4,2540.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Not specified,18.6,19.4,53.8,0.0,18.4,18.0,0.0
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",Not specified,17.0,48.0,26.0,0.48,16.9,588.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,19.3,49.8,24.1,2.73,9.0,655.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,21.0,56.1,17.1,0.0,10.3,532.0,0.0
"Seeds, sunflower seed kernels, dry roasted, without salt",Not specified,19.3,49.8,24.1,2.73,11.1,3.0,0.0
"Seeds, sunflower seed kernels, oil roasted, with salt added",Not specified,20.1,51.3,22.9,3.11,10.6,303.0,0.0
"Seeds, sunflower seed kernels, oil roasted, without salt",Not specified,20.1,51.3,22.9,3.11,10.6,3.0,0.0
"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",Not specified,17.0,48.0,26.0,0.48,16.9,39.0,0.0
"Alfalfa seeds, sprouted, raw",Not specified,3.99,0.69,2.1,0.2,1.9,6.0,0.0
"Broadbeans, immature seeds, raw",Not specified,5.6,0.6,11.7,0.0,4.2,50.0,0.0
"Seeds, breadfruit seeds, boiled",Not specified,5.3,2.3,32.0,0.0,4.8,23.0,0.0
"Seeds, breadfruit seeds, raw",Not specified,7.4,5.59,29.2,0.0,5.2,25.0,0.0
"Seeds, breadfruit seeds, roasted",Not specified,6.2,2.7,40.1,0.0,6.0,28.0,0.0
"Seeds, chia seeds, dried",Not specified,16.5,30.7,42.1,0.0,34.4,16.0,0.0
"Seeds, hemp seed, hulled",Not specified,31.6,48.8,8.67,1.5,4.0,5.0,0.0
"Seeds, lotus seeds, dried",Not specified,15.4,1.97,64.5,0.0,0.0,5.0,0.0
"Seeds, lotus seeds, raw",Not specified,4.13,0.53,17.3,0.0,0.0,1.0,0.0
"Seeds, breadnut tree seeds, dried",Not specified,8.62,1.68,79.4,0.0,14.9,53.0,0.0
"Seeds, breadnut tree seeds, raw",Not specified,5.97,0.99,46.3,0.0,0.0,31.0,0.0
"Seeds, pumpkin seeds (pepitas), raw",Not specified,29.9,40.0,18.7,0.0,5.08,0.0,0.0
"Seeds, safflower seed kernels, dried",Not specified,16.2,38.4,34.3,0.0,0.0,3.0,0.0
"Seeds, sesame seeds, whole, dried",Not specified,17.7,49.7,23.4,0.3,11.8,11.0,0.0
"Seeds, sunflower seed kernels, dried",Not specified,20.8,51.5,20.0,2.62,8.6,9.0,0.0
"Seeds, sunflower seed, kernel, raw",Not specified,18.9,48.4,24.5,0.0,7.22,0.0,0.0
"Seeds, watermelon seed kernels, dried",Not specified,28.3,47.4,15.3,0.0,0.0,99.0,0.0
"Raisins, seeded",Not specified,2.52,0.54,78.5,0.0,6.8,28.0,0.0
"Seeds, flaxseed",Not specified,18.3,42.2,28.9,1.55,27.3,30.0,0.0
"Seeds, pumpkin and squash seed kernels, dried",Not specified,30.2,49.0,10.7,1.4,6.0,7.0,0.0
"Seeds, safflower seed meal, partially defatted",Not specified,35.6,2.39,48.7,0.0,0.0,3.0,0.0
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,20.4,61.2,11.7,0.48,11.6,47.0,0.0
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,17.0,48.0,25.7,0.0,14.0,11.0,0.0
"Seeds, sisymbrium sp. seeds, whole, dried",Not specified,12.1,4.6,58.3,0.0,0.0,92.0,0.0
"Seeds, sunflower seed butter, without salt",Not specified,17.3,55.2,23.3,10.5,5.7,3.0,0.0
"Seeds, sunflower seed flour, partially defatted",Not specified,48.1,1.61,35.8,0.0,5.2,3.0,0.0
"Seeds, sunflower seed kernels, toasted, with salt added",Not specified,17.2,56.8,20.6,0.0,11.5,613.0,0.0
"Seeds, sunflower seed kernels, toasted, without salt",Not specified,17.2,56.8,20.6,0.0,11.5,3.0,0.0
"Raspberries, puree, with seeds",Not specified,1.1,0.97,11.5,6.56,4.3,4.0,0.0
"Spices, anise seed",Not specified,17.6,15.9,50.0,0.0,14.6,16.0,0.0
"Spices, caraway seed",Not specified,19.8,14.6,49.9,0.64,38.0,17.0,0.0
"Spices, celery seed",Not specified,18.1,25.3,41.4,0.67,11.8,160.0,0.0
"Spices, coriander seed",Not specified,12.4,17.8,55.0,0.0,41.9,35.0,0.0
"Spices, cumin seed",Not specified,17.8,22.3,44.2,2.25,10.5,168.0,0.0
"Spices, dill seed",Not specified,16.0,14.5,55.2,0.0,21.1,20.0,0.0
"Spices, fennel seed",Not specified,15.8,14.9,52.3,0.0,39.8,88.0,0.0
"Spices, fenugreek seed",Not specified,23.0,6.41,58.4,0.0,24.6,67.0,0.0
"Spices, poppy seed",Not specified,18.0,41.6,28.1,2.99,19.5,26.0,0.0
"Lima beans, thin seeded (baby), mature seeds, raw",Not specified,20.6,0.93,62.8,8.32,20.6,13.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",Not specified,29.8,49.0,14.7,1.29,6.5,256.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Not specified,29.8,49.0,14.7,1.29,6.5,18.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",Not specified,18.6,19.4,53.8,0.0,18.4,2540.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Not specified,18.6,19.4,53.8,0.0,18.4,18.0,0.0
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",Not specified,17.0,48.0,26.0,0.48,16.9,588.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,19.3,49.8,24.1,2.73,9.0,655.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,21.0,56.1,17.1,0.0,10.3,532.0,0.0
"Seeds, sunflower seed kernels, dry roasted, without salt",Not specified,19.3,49.8,24.1,2.73,11.1,3.0,0.0
"Seeds, sunflower seed kernels, oil roasted, with salt added",Not specified,20.1,51.3,22.9,3.11,10.6,303.0,0.0
"Seeds, sunflower seed kernels, oil roasted, without salt",Not specified,20.1,51.3,22.9,3.11,10.6,3.0,0.0
"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",Not specified,17.0,48.0,26.0,0.48,16.9,39.0,0.0
"Alfalfa seeds, sprouted, raw",Not specified,3.99,0.69,2.1,0.2,1.9,6.0,0.0
"Broadbeans, immature seeds, raw",Not specified,5.6,0.6,11.7,0.0,4.2,50.0,0.0
"Drumstick leaves, raw",Not specified,9.4,1.4,8.28,0.0,2.0,9.0,0.0
"Amaranth leaves, raw",Not specified,2.46,0.33,4.02,0.0,0.0,20.0,0.0
"Broccoli, leaves, raw",Not specified,2.98,0.35,5.06,1.48,2.3,27.0,0.0
"Chrysanthemum leaves, raw",Not specified,3.36,0.56,3.01,0.0,3.0,118.0,0.0
"Fireweed, leaves, raw",Not specified,4.71,2.75,19.2,0.0,10.6,34.0,0.0
"Grape leaves, canned",Not specified,4.27,1.97,11.7,0.0,9.9,2850.0,0.0
"Grape leaves, raw",Not specified,5.6,2.12,17.3,6.3,11.0,9.0,0.0
"Pumpkin leaves, raw",Not specified,3.15,0.4,2.33,0.0,0.0,11.0,0.0
"Taro leaves, raw",Not specified,4.98,0.74,6.7,3.01,3.7,3.0,0.0
"Sweet potato leaves, raw",Not specified,2.49,0.51,8.82,0.0,5.3,6.0,0.0
"Coriander (cilantro) leaves, raw",Not specified,2.13,0.52,3.67,0.87,2.8,46.0,0.0
"Winged bean leaves, raw",Not specified,5.85,1.1,14.1,0.0,0.0,9.0,0.0
"Rhubarb, wild, leaves (Alaska Native)",Not specified,4.2,0.5,9.9,0.0,0.0,0.0,0.0
"Sourdock, young leaves (Alaska Native)",Not specified,2.3,0.7,6.5,0.0,0.0,0.0,0.0
"Taro, leaves, cooked, steamed, with salt",Not specified,2.72,0.41,3.89,0.0,2.0,238.0,0.0
"Willow, leaves in oil (Alaska Native)",Not specified,2.6,61.0,8.1,0.0,0.0,0.0,0.0
"Sweet potato leaves, cooked, steamed, with salt",Not specified,2.18,0.34,7.38,5.48,1.9,249.0,0.0
"Spices, curry powder",Not specified,14.3,14.0,55.8,2.76,53.2,52.0,0.0
"Amaranth leaves, cooked, boiled, drained, with salt",Not specified,2.11,0.18,4.11,0.0,0.0,257.0,0.0
"Drumstick leaves, cooked, boiled, drained, with salt",Not specified,5.27,0.93,11.2,1.0,2.0,245.0,0.0
"Fireweed, young leaves, raw (Alaska Native)",Not specified,3.0,0.8,6.3,0.0,6.0,50.0,0.0
