name,serving_size,protein,carbohydrates,sugar,fiber,water,calories,total_fat
"Beef composite, cooked, choice, trimmed to 1/8"" fat, separable lean only",100 g,28.73 g,0.00 g,0.00 g,0.0 g,61.51 g,203,9.2g
"Cereals ready-to-eat, NATURE VALLEY LOW FAT FRUIT GRANOLA, GENERAL MILLS",100 g,7.90 g,79.40 g,31.89 g,5.0 g,5.59 g,381,4.7g
"Bread, made with tapioca starch and brown rice flour, white, gluten-free",100 g,5.40 g,51.15 g,11.30 g,5.5 g,33.69 g,298,8g
"Potatoes, whole milk and butter, prepared with water, dry mix, scalloped",100 g,2.12 g,12.77 g,0,1.1 g,79.17 g,93,4.3g
"Potatoes, whole milk and butter, prepared with water, dry mix, au gratin",100 g,2.30 g,12.84 g,0,0.9 g,78.98 g,93,4.1g
"Pork, broiled, cooked, separable lean and fat, boneless, Shoulder breast",100 g,28.47 g,0.00 g,0.00 g,0.0 g,67.26 g,162,4.5g
"Beef, raw, separable lean and fat, chuck eye roll, imported, New Zealand",100 g,19.38 g,0.00 g,0.00 g,0.0 g,68.67 g,181,11g
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Strawberry, KELLOGG",100 g,6.90 g,83.30 g,28.60 g,9.5 g,3.00 g,368,3.9g
"Soup, prepared with equal volume water, canned, mushroom with beef stock",100 g,1.29 g,3.81 g,0,0.3 g,92.08 g,35,1.7g
"Coffeecake, enriched, commercially prepared, cinnamon with crumb topping",100 g,6.80 g,46.70 g,0,2.0 g,21.90 g,418,23g
"Game meat, broiled, cooked, 1"" steak, separable lean only, ribeye, bison",100 g,29.45 g,0.00 g,0.00 g,0.0 g,64.48 g,177,5.7g
"Beef, braised, cooked, separable lean only, flank, imported, New Zealand",100 g,30.75 g,0.00 g,0.00 g,0.0 g,61.51 g,194,7.9g
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup,100 g,3.80 g,4.28 g,0.32 g,0.7 g,89.84 g,40,0.8g
"Pork, roasted, heated, separable lean and fat, bone-in, rump, ham, cured",100 g,23.95 g,0.64 g,0.64 g,0.0 g,63.82 g,177,8.9g
"Cereals ready-to-eat, Peanut Butter, Multi Grain CHEERIOS, GENERAL MILLS",100 g,6.80 g,82.00 g,32.50 g,6.0 g,2.00 g,390,6.2g
"Leeks, with salt, drained, boiled, cooked, (bulb and lower leaf-portion)",100 g,0.81 g,7.62 g,2.11 g,1.0 g,90.80 g,31,0.2g
"KEEBLER, Peanut Butter, Magic Middles Fudge Filled Cookies, FUDGE SHOPPE",100 g,6.90 g,59.20 g,34.50 g,2.7 g,3.80 g,514,28g
"Beef, raw, separable lean only, brisket point end, imported, New Zealand",100 g,20.92 g,0.00 g,0.00 g,0.0 g,73.75 g,125,4.6g
"Fast foods, with condiments, regular patty and bun, double, cheeseburger",100 g,16.24 g,17.97 g,4.16 g,1.0 g,47.16 g,282,16g
"Cereals ready-to-eat, spoon-size, lightly frosted, Shredded Wheat, POST",100 g,7.80 g,83.80 g,22.30 g,9.6 g,6.00 g,352,1.9g
"Apricots, solids and liquids, with skin, extra light syrup pack, canned",100 g,0.60 g,12.50 g,0,1.6 g,86.30 g,49,0.1g
"Cowpeas (blackeyes), with salt, drained, boiled, cooked, immature seeds",100 g,3.17 g,19.73 g,3.23 g,5.0 g,75.48 g,94,0.4g
"Snacks, fruit flavored with high vitamin C, yogurt-covered, candy rolls",100 g,0.46 g,74.64 g,39.15 g,3.3 g,17.59 g,359,6.5g
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, navy",100 g,7.07 g,15.01 g,0,0,76.02 g,78,0.8g
"MORNINGSTAR FARMS Breakfast Pattie with Organic Soy, unprepared, frozen",100 g,23.70 g,12.60 g,2.20 g,7.6 g,54.10 g,220,8.3g
"Turkey, raw, with added solution, meat only, from whole bird, drumstick",100 g,19.27 g,0.15 g,0.10 g,0.0 g,75.86 g,115,4.1g
"Pork, braised, cooked, separable lean only, arm picnic, shoulder, fresh",100 g,26.76 g,0.00 g,0.00 g,0.0 g,63.59 g,194,8.9g
"Pork, roasted, cooked, separable lean only, arm picnic, shoulder, fresh",100 g,26.68 g,0.00 g,0,0.0 g,60.27 g,228,13g
"Beans, low sodium, solids and liquid, canned, mature seeds, red, kidney",100 g,5.22 g,14.83 g,1.85 g,5.3 g,77.96 g,81,0.4g
"Cereals, dry, golden brown maple, Instant Oatmeal, KASHI HEART TO HEART",100 g,11.39 g,73.59 g,23.79 g,12.7 g,8.60 g,356,5.1g
"Pork, roasted, cooked, separable lean only, rump half, leg (ham), fresh",100 g,28.86 g,0.00 g,0.00 g,0.0 g,65.75 g,165,4.6g
"Infant formula, ready-to-feed, with DHA and ARA, GOOD START SOY, NESTLE",100 g,1.60 g,7.13 g,5.68 g,0.0 g,87.50 g,64,3.3g
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",100 g,0.86 g,15.05 g,12.68 g,0.9 g,83.61 g,65,0.1g
"Cereals ready-to-eat, Low Fat 100% Natural Granola with Raisins, QUAKER",100 g,8.42 g,80.57 g,25.65 g,9.6 g,3.40 g,388,5.5g
"Cornmeal, enriched, with wheat flour added, bolted, self-rising, yellow",100 g,8.41 g,73.43 g,0,6.3 g,10.33 g,348,2.9g
"Chicken, flour, fried, cooked, meat and skin, thigh, broilers or fryers",100 g,26.75 g,3.18 g,0,0.1 g,54.14 g,262,15g
"Lima beans, with salt, boiled, cooked, mature seeds, thin seeded (baby)",100 g,8.04 g,23.31 g,0,7.7 g,67.15 g,126,0.4g
"Sauce, ready-to-serve, basil pesto, NAPA VALLEY BISTRO, MEZZETTA, pesto",100 g,6.69 g,5.12 g,1.25 g,1.3 g,35.07 g,496,50g
"Grapes, solids and liquids, heavy syrup pack, thompson seedless, canned",100 g,0.48 g,19.65 g,19.05 g,0.6 g,79.53 g,76,0.1g
"Beverages, with added nutrients, ready-to-drink, orange breakfast drink",100 g,0.00 g,13.20 g,8.02 g,0.1 g,85.40 g,53,0g
"Tortellini, as purchased, fresh-refrigerated, pasta with cheese filling",100 g,13.50 g,47.00 g,0.95 g,1.9 g,30.50 g,307,7.2g
"Beef, raw, tongue, variety meats and by-products, imported, New Zealand",100 g,17.77 g,0.00 g,0.00 g,0.0 g,65.24 g,243,19g
"Pork, broiled, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",100 g,26.76 g,0.00 g,0.00 g,0.0 g,65.01 g,180,7.3g
"Split pea with ham soup, prepared with water or ready-to-serve, reduced sodium, canned",100 g,4.00 g,11.40 g,1.57 g,1.9 g,82.80 g,68,0.7g
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, flank",100 g,27.89 g,0.00 g,0.00 g,0.0 g,64.79 g,186,7.4g
"Infant formula, with ARA and DHA, ready-to-feed, GO AND GROW, SIMILAC, ABBOTT NUTRITION",100 g,1.97 g,6.69 g,6.69 g,0.0 g,87.21 g,66,3.5g
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",100 g,22.12 g,0.00 g,0.00 g,0.0 g,71.28 g,148,5.9g
"Potatoes, water and margarine added, prepared from granules with milk, dehydrated, mashed",100 g,2.13 g,16.13 g,1.74 g,1.3 g,76.01 g,116,4.8g
"Infant formula, with ARA and DHA, powder, with iron, ENFACARE LIPIL, ENFAMIL, MEAD JOHNSON",100 g,12.50 g,56.00 g,51.00 g,0.0 g,2.50 g,514,27g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",100 g,23.59 g,0.00 g,0.00 g,0.0 g,72.66 g,124,3.3g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, arm pot roast, chuck",100 g,33.36 g,0.00 g,0.00 g,0.0 g,58.83 g,212,7.7g
"Beverages, prepared with whole milk, powder, with added nutrients, natural, Malted drink mix",100 g,3.67 g,10.67 g,8.37 g,0.0 g,81.49 g,86,3.2g
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100 g,20.69 g,0.00 g,0.00 g,0.0 g,65.49 g,208,13g
"Cereals ready-to-eat, and Raisins, Honey, Wheat, QUAKER 100% Natural Granola with Oats, QUAKER",100 g,9.66 g,74.67 g,24.63 g,9.4 g,3.39 g,412,10g
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, ribeye  petite roast/filet",100 g,22.89 g,0.00 g,0.00 g,0.0 g,72.46 g,125,3.7g
"Lamb, fast roasted, cooked, separable lean and fat, rack - fully frenched, imported, New Zealand",100 g,23.56 g,0.01 g,0.00 g,0.0 g,64.76 g,195,11g
"Fast foods, roast beef and ham on white bread with lettuce and tomato, turkey, submarine sandwich",100 g,10.66 g,20.36 g,3.19 g,1.4 g,64.70 g,146,2.4g
"Beverages, contains caffeine, with sodium saccharin, cola or pepper-types, low calorie, carbonated",100 g,0.00 g,0.10 g,0.00 g,0.0 g,99.80 g,0,0g
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,22.22 g,0.00 g,0.00 g,0.0 g,70.73 g,153,6.5g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100 g,20.95 g,0.05 g,0.00 g,0.0 g,69.03 g,169,9.3g
"Infant formula, ready- to- feed with ARA and DHA, Diarrhea, Expert Care, SIMILAC, ABBOTT NUTRITION",100 g,1.76 g,6.67 g,6.66 g,0.7 g,87.78 g,66,3.6g
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, arm pot roast, chuck",100 g,28.94 g,0.00 g,0.00 g,0.0 g,51.90 g,297,19g
"School Lunch, frozen, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza, pizza",100 g,13.63 g,27.35 g,3.83 g,4.1 g,47.57 g,248,9.3g
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, fresh, imported, Australian",100 g,17.06 g,0.00 g,0,0,63.82 g,243,19g
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",100 g,26.96 g,0.00 g,0.00 g,0.0 g,58.36 g,243,14g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",100 g,19.26 g,0.12 g,0.00 g,0.0 g,63.02 g,228,17g
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",100 g,22.50 g,0.23 g,0.00 g,0.0 g,69.79 g,149,6.5g
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",100 g,22.77 g,0.00 g,0.00 g,0.0 g,71.80 g,135,4.9g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,23.10 g,0.00 g,0,0.0 g,49.90 g,330,26g
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,22.73 g,0.00 g,0,0.0 g,50.41 g,315,24g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",100 g,28.41 g,0.00 g,0.00 g,0.0 g,64.65 g,177,6.1g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",100 g,28.22 g,0.00 g,0.00 g,0.0 g,63.61 g,186,7.3g
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",100 g,26.78 g,0.00 g,0.00 g,0.0 g,47.67 g,341,25g
"Beverages, prepared with water, frozen concentrate, with pulp, breakfast type, Orange-flavor drink",100 g,0.03 g,12.21 g,11.91 g,0.0 g,87.18 g,49,0.1g
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, shank half, leg, domestic",100 g,28.17 g,0.00 g,0,0.0 g,64.92 g,180,6.7g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,21.67 g,0.00 g,0.00 g,0.0 g,71.50 g,149,6.9g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,21.17 g,0.00 g,0.00 g,0.0 g,69.50 g,164,8.8g
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",100 g,28.04 g,0.00 g,0,0.0 g,60.30 g,198,8.7g
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",100 g,28.04 g,0.00 g,0,0.0 g,58.70 g,225,12g
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100 g,25.48 g,0.00 g,0,0.0 g,62.46 g,211,11g
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100 g,24.61 g,0.00 g,0,0.0 g,62.82 g,209,12g
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100 g,32.35 g,0.00 g,0,0.0 g,49.64 g,288,17g
"Beef, raw, select, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100 g,23.30 g,0.00 g,0.00 g,0.0 g,71.68 g,135,4.7g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100 g,22.93 g,0.00 g,0.00 g,0.0 g,69.94 g,149,6.3g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, roast, tip round, round",100 g,27.53 g,0.00 g,0.00 g,0.0 g,66.75 g,174,6.2g
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",100 g,28.36 g,0.00 g,0.00 g,0.0 g,51.12 g,299,21g
"Beef, cooked, all grades, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",100 g,29.90 g,0.00 g,0.00 g,0.0 g,61.02 g,203,8.4g
"SUBWAY, tomato and sweet onion sauce, sweet onion chicken teriyaki sub on white bread with lettuce",100 g,10.91 g,22.54 g,6.06 g,1.2 g,62.40 g,155,2.4g
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",100 g,31.27 g,0.00 g,0.00 g,0.0 g,59.51 g,225,10g
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, loin, fresh, imported, Australian",100 g,26.53 g,0.00 g,0,0,64.45 g,192,8.8g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100 g,17.69 g,0.35 g,0.00 g,0.0 g,62.64 g,238,18g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100 g,18.43 g,0.36 g,0.00 g,0.0 g,63.96 g,222,16g
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,21.44 g,0.00 g,0.00 g,0.0 g,73.56 g,128,4.7g
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,21.34 g,0.00 g,0.00 g,0.0 g,72.52 g,138,5.8g
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100 g,28.79 g,0.00 g,0.00 g,0.0 g,58.71 g,224,12g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100 g,28.84 g,0.00 g,0.00 g,0.0 g,55.94 g,250,15g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,21.72 g,0.00 g,0.00 g,0.0 g,71.70 g,147,6.7g
"Creamy dressing, cholesterol-free, reduced calorie, made with sour cream and/or buttermilk and oil",100 g,1.00 g,16.00 g,3.28 g,0.0 g,73.00 g,140,8g
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",100 g,21.65 g,0.00 g,0.00 g,0.0 g,70.21 g,155,7.6g
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",100 g,20.93 g,0.00 g,0.00 g,0.0 g,68.58 g,173,10g
"Lamb, raw, choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic",100 g,6.65 g,0.00 g,0,0.0 g,22.54 g,665,71g
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Sirloin Burger with Country Vegetables Soup",100 g,3.27 g,7.35 g,1.63 g,1.2 g,85.30 g,57,1.4g
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, roast, bottom round, round",100 g,27.23 g,0.00 g,0.00 g,0.0 g,64.83 g,185,7.6g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, steak, bottom round, round",100 g,33.08 g,0.00 g,0.00 g,0.0 g,57.36 g,223,9g
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, steak, bottom round, round",100 g,34.93 g,0.00 g,0.00 g,0.0 g,58.82 g,206,6.3g
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100 g,22.15 g,0.00 g,0.00 g,0.0 g,71.78 g,140,5.4g
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, shank half, leg, fresh, imported, Australian",100 g,20.45 g,0.00 g,0,0,74.08 g,133,5.1g
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",100 g,34.66 g,0.00 g,0.00 g,0.0 g,57.84 g,214,7.4g
"Infant formula, with ARA and DHA, ready-to-feed, ADVANCE, NATURAL CARE, SIMILAC, ABBOTT NUTRITION",100 g,2.12 g,8.20 g,8.20 g,0.0 g,85.07 g,78,4.2g
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, point half, brisket",100 g,23.53 g,0.00 g,0.00 g,0.0 g,46.05 g,358,29g
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, blade, shoulder, fresh, imported, Australian",100 g,19.10 g,0.00 g,0,0,71.62 g,164,9.1g
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",100 g,26.46 g,0.00 g,0.00 g,0.0 g,56.04 g,267,17g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, tenderloin",100 g,23.90 g,0.00 g,0.00 g,0.0 g,48.37 g,324,25g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100 g,20.06 g,0.00 g,0.00 g,0.0 g,66.55 g,195,13g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100 g,20.87 g,0.00 g,0.00 g,0.0 g,68.31 g,174,10g
"Cereals, prepared with water (boiling water added or microwaved), plain, fortified, instant, oats",100 g,2.37 g,11.67 g,0.46 g,1.7 g,84.03 g,68,1.4g
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100 g,20.49 g,0.00 g,0.00 g,0.0 g,64.67 g,214,14g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye filet",100 g,28.77 g,0.17 g,0.00 g,0.0 g,60.74 g,199,9.2g
"Infant formula, not reconstituted, liquid concentrate, with iron, GOOD START 2 ESSENTIALS, NESTLE",100 g,3.25 g,16.50 g,11.90 g,0.0 g,74.20 g,125,5.1g
"Fast foods, and mayonnaise, lettuce, with cheese, bacon and tomato club sandwich, grilled chicken",100 g,17.19 g,19.87 g,4.68 g,1.2 g,52.52 g,220,8.1g
"Fast foods, and mayonnaise, lettuce, with cheese, and tomato club sandwich, bacon, crispy chicken",100 g,15.38 g,22.61 g,4.99 g,1.2 g,48.02 g,257,12g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100 g,23.34 g,0.00 g,0.00 g,0.0 g,45.56 g,372,31g
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100 g,25.56 g,0.00 g,0.00 g,0.0 g,47.88 g,341,27g
"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,22.57 g,0.00 g,0,0.0 g,43.40 g,400,34g
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,21.95 g,0.00 g,0,0.0 g,44.87 g,386,32g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100 g,23.30 g,0.00 g,0.00 g,0.0 g,73.46 g,120,3g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,23.28 g,0.00 g,0.00 g,0.0 g,73.40 g,120,3g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,23.26 g,0.00 g,0.00 g,0.0 g,72.88 g,127,3.7g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,21.30 g,0.00 g,0.00 g,0.0 g,73.71 g,123,4.2g
"Fast foods, regular patty; double decker bun with condiments and special sauce, hamburger; single",100 g,12.17 g,22.69 g,0,1.4 g,50.30 g,259,13g
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100 g,27.01 g,0.00 g,0.00 g,0.0 g,63.80 g,196,8.9g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100 g,26.57 g,0.00 g,0.00 g,0.0 g,65.54 g,181,7.5g
"Pork, raw, separable lean only, composite of trimmed retail cuts (loin and shoulder blade), fresh",100 g,21.23 g,0.00 g,0,0.0 g,72.23 g,144,5.9g
"Duck, roasted, cooked, boneless, meat and skin, breast, White Pekin, domesticated, young duckling",100 g,24.50 g,0.00 g,0,0,63.25 g,202,11g
"Beef, cooked, select, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100 g,28.61 g,0.00 g,0.00 g,0.0 g,61.79 g,203,9.2g
"Beef, cooked, choice, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100 g,28.17 g,0.00 g,0.00 g,0.0 g,58.70 g,233,13g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,24.24 g,1.81 g,0.00 g,0.0 g,55.80 g,259,17g
"Lamb, fast roasted, cooked, separable lean and fat, rack - partly frenched, imported, New Zealand",100 g,22.06 g,0.04 g,0.00 g,0.0 g,59.66 g,253,18g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,25.28 g,1.10 g,0.00 g,0.0 g,59.26 g,226,13g
"CAMPBELL'S CHUNKY Soups, Grilled Chicken & Sausage Gumbo Soup, HEALTHY REQUEST Microwavable Bowls",100 g,2.86 g,7.35 g,1.63 g,0.8 g,86.80 g,53,1.2g
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",100 g,29.85 g,0.20 g,0.00 g,0.0 g,61.68 g,184,7.1g
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",100 g,28.99 g,0.36 g,0.00 g,0.0 g,60.00 g,203,9.5g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,20.36 g,0.00 g,0.00 g,0.0 g,72.42 g,139,6.4g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100 g,20.87 g,0.00 g,0.00 g,0.0 g,70.58 g,152,7.7g
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100 g,21.10 g,0.00 g,0.00 g,0.0 g,72.11 g,137,5.9g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100 g,21.69 g,0.00 g,0.00 g,0.0 g,73.25 g,129,4g
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib",100 g,27.53 g,0.00 g,0,0.0 g,56.80 g,253,15g
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",100 g,27.71 g,0.00 g,0,0.0 g,62.28 g,200,9g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, bottom round roast, round",100 g,28.29 g,0.00 g,0.00 g,0.0 g,65.90 g,169,5.3g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100 g,20.07 g,0.00 g,0.00 g,0.0 g,71.12 g,152,7.9g
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, top sirloin",100 g,29.33 g,0.00 g,0.00 g,0.0 g,60.33 g,212,9.7g
"Lamb, raw, separable lean and fat, shank off, chump off, tunnel-boned leg, imported, New Zealand",100 g,20.93 g,0.00 g,0,0,74.43 g,121,4.1g
